risk_id,risk_title,risk_description,department,risk_category,asset_type,risk_owner,likelihood,impact,asset_criticality,data_sensitivity,vulnerability_count,critical_vulnerability_count,past_incident_count,policy_violation_count,audit_finding_count,third_party_dependency,number_of_controls,control_effectiveness,control_test_pass_rate,days_since_control_test,open_control_deficiencies,regulatory_relevance,treatment_status,treatment_due_days,risk_accepted,days_open,inherent_risk_score,residual_risk_score,adjusted_risk_score,risk_level,action_status
R03771,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Information Technology.,Information Technology,Cybersecurity,Cloud Service,M. Wijesinghe,3,4,2,1,8,0,1,5,1,1,6,0.419,0.254,178,3,None,Implemented,-199,0,83,12,6.97,9.35,Medium,Closed
R03772,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Customer Support.,Customer Support,Cybersecurity,Payment System,M. Wijesinghe,4,3,2,3,12,1,1,0,2,0,3,0.684,0.595,293,0,Local Privacy Law,Implemented,-225,0,849,12,3.79,7.73,Medium,Closed
R03773,Data Privacy risk affecting endpoint fleet,Potential data privacy event may affect the endpoint fleet used by Customer Support.,Customer Support,Data Privacy,Endpoint Fleet,A. Perera,4,3,4,3,4,2,2,0,2,0,4,0.395,0.329,482,4,Local Privacy Law,Risk Accepted,-128,1,356,12,7.26,12.39,High,Open
R03774,Data Privacy risk affecting web application,Potential data privacy event may affect the web application used by Procurement.,Procurement,Data Privacy,Web Application,D. Senanayake,2,4,5,4,4,0,1,3,1,1,1,0.801,0.839,353,2,SOX,Implemented,33,0,320,8,1.59,4.11,Low,Closed
R03775,Third-Party risk affecting vendor service,Potential third-party event may affect the vendor service used by Operations.,Operations,Third-Party,Vendor Service,N. Silva,5,5,3,2,7,1,0,1,3,1,6,0.84,0.791,29,1,None,Not Started,238,0,523,25,4.01,5.94,Medium,Open
R03776,Third-Party risk affecting vendor service,Potential third-party event may affect the vendor service used by Information Technology.,Information Technology,Third-Party,Vendor Service,T. Karunaratne,4,2,4,2,3,0,1,1,2,1,6,0.827,0.639,396,2,NIST CSF,Implemented,-285,0,123,8,1.38,5.14,Low,Closed
R03777,Data Privacy risk affecting vendor service,Potential data privacy event may affect the vendor service used by Procurement.,Procurement,Data Privacy,Vendor Service,K. Fernando,3,5,4,3,4,1,2,2,2,1,6,0.684,0.706,169,3,ISO 27001,Implemented,-247,0,424,15,4.73,9.82,High,Closed
R03778,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Finance.,Finance,Operational,HR Platform,S. Jayasinghe,2,2,4,2,1,0,1,1,2,0,7,0.559,0.516,67,2,GDPR,Not Started,-173,0,700,4,1.76,2.1,Low,Overdue
R03779,Access Management risk affecting database,Potential access management event may affect the database used by Finance.,Finance,Access Management,Database,S. Jayasinghe,2,2,2,5,14,3,1,1,1,1,3,0.568,0.4,430,1,GDPR,Planned,156,0,231,4,1.73,4.36,Low,Open
R03780,Access Management risk affecting network infrastructure,Potential access management event may affect the network infrastructure used by Operations.,Operations,Access Management,Network Infrastructure,A. Perera,1,1,4,3,3,1,1,2,2,0,5,0.722,0.556,82,1,GDPR,Implemented,13,0,680,1,0.28,0.42,Low,Closed
R03781,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Operations.,Operations,Operational,HR Platform,D. Senanayake,3,4,5,4,7,3,2,1,3,0,7,0.297,0.314,452,4,NIST CSF,In Progress,-74,0,190,12,8.44,14.92,Critical,Overdue
R03782,Data Privacy risk affecting web application,Potential data privacy event may affect the web application used by Information Technology.,Information Technology,Data Privacy,Web Application,T. Karunaratne,3,3,1,1,2,0,1,3,1,0,6,0.909,0.877,435,2,Local Privacy Law,Not Started,237,0,155,9,0.82,1.7,Low,Open
R03783,Operational risk affecting vendor service,Potential operational event may affect the vendor service used by Human Resources.,Human Resources,Operational,Vendor Service,D. Senanayake,2,2,3,1,5,1,1,0,2,1,5,0.786,0.909,367,1,ISO 27001,Risk Accepted,-47,1,19,4,0.86,3.05,Low,Open
R03784,Business Continuity risk affecting vendor service,Potential business continuity event may affect the vendor service used by Information Technology.,Information Technology,Business Continuity,Vendor Service,S. Jayasinghe,2,4,4,3,0,0,0,1,1,1,7,0.966,0.973,412,0,None,Risk Accepted,-210,1,249,8,0.28,1.02,Low,Open
R03785,Operational risk affecting cloud service,Potential operational event may affect the cloud service used by Finance.,Finance,Operational,Cloud Service,N. Silva,2,2,4,4,6,1,0,1,2,0,5,0.687,0.713,316,4,NIST CSF,Planned,-99,0,423,4,1.25,3.0,Low,Overdue
R03786,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Procurement.,Procurement,Operational,HR Platform,R. Gunawardena,4,2,3,3,2,1,0,3,3,0,7,0.676,0.619,391,4,None,Implemented,-95,0,10,8,2.59,3.81,Low,Closed
R03787,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Customer Support.,Customer Support,Cybersecurity,Cloud Service,A. Perera,3,3,4,4,10,2,1,0,3,0,2,0.752,0.648,17,1,ISO 27001,Planned,59,0,557,9,2.23,3.57,Low,Open
R03788,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Human Resources.,Human Resources,Data Privacy,Database,A. Perera,3,4,4,5,2,0,1,1,1,0,5,0.242,0.45,145,3,GDPR,Planned,-68,0,551,12,9.09,11.18,High,Overdue
R03789,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Operations.,Operations,Financial,Vendor Service,R. Gunawardena,4,2,3,5,3,2,0,1,0,1,7,0.73,0.844,232,1,GDPR,Implemented,26,0,369,8,2.16,5.9,Medium,Closed
R03790,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Human Resources.,Human Resources,Operational,HR Platform,S. Jayasinghe,1,4,4,4,3,1,1,3,4,0,7,0.612,0.625,385,3,ISO 27001,Planned,-115,0,376,4,1.55,3.84,Low,Overdue
R03791,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Customer Support.,Customer Support,Third-Party,Network Infrastructure,T. Karunaratne,2,2,2,2,4,0,0,1,3,1,3,0.671,0.516,334,2,None,In Progress,141,0,636,4,1.31,2.03,Low,Open
R03792,Operational risk affecting endpoint fleet,Potential operational event may affect the endpoint fleet used by Information Technology.,Information Technology,Operational,Endpoint Fleet,N. Silva,4,3,2,4,3,1,2,2,2,0,3,0.794,0.671,77,1,GDPR,Planned,219,0,458,12,2.48,4.45,Low,Open
R03793,Business Continuity risk affecting cloud service,Potential business continuity event may affect the cloud service used by Operations.,Operations,Business Continuity,Cloud Service,S. Jayasinghe,1,3,2,2,11,3,0,1,2,0,4,0.494,0.475,61,2,Local Privacy Law,Implemented,-41,0,274,3,1.52,1.95,Low,Closed
R03794,Business Continuity risk affecting network infrastructure,Potential business continuity event may affect the network infrastructure used by Finance.,Finance,Business Continuity,Network Infrastructure,A. Perera,3,3,3,4,12,1,2,0,1,0,6,0.759,0.724,56,2,NIST CSF,Not Started,25,0,323,9,2.17,4.32,Low,Open
R03795,Regulatory Compliance risk affecting hr platform,Potential regulatory compliance event may affect the hr platform used by Operations.,Operations,Regulatory Compliance,HR Platform,T. Karunaratne,2,2,4,3,10,0,0,0,0,0,4,0.647,0.654,59,2,SOX,Implemented,-325,0,99,4,1.41,1.52,Low,Closed
R03796,Regulatory Compliance risk affecting database,Potential regulatory compliance event may affect the database used by Procurement.,Procurement,Regulatory Compliance,Database,M. Wijesinghe,3,4,3,3,7,1,1,0,2,0,5,0.694,0.687,266,4,Local Privacy Law,Implemented,51,0,386,12,3.67,5.84,Medium,Closed
R03797,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Operations.,Operations,Third-Party,Web Application,M. Wijesinghe,1,1,4,4,8,3,1,2,1,1,5,0.824,0.84,10,0,Local Privacy Law,In Progress,39,0,75,1,0.18,3.07,Low,Open
R03798,Regulatory Compliance risk affecting endpoint fleet,Potential regulatory compliance event may affect the endpoint fleet used by Finance.,Finance,Regulatory Compliance,Endpoint Fleet,D. Senanayake,3,3,4,4,2,1,2,1,0,0,2,0.519,0.437,367,0,NIST CSF,Planned,15,0,360,9,4.33,7.35,Medium,Open
R03799,Access Management risk affecting hr platform,Potential access management event may affect the hr platform used by Sales.,Sales,Access Management,HR Platform,N. Silva,1,2,3,4,8,1,0,1,1,1,1,0.605,0.561,362,1,GDPR,Not Started,-141,0,449,2,0.79,2.0,Low,Overdue
R03800,Operational risk affecting cloud service,Potential operational event may affect the cloud service used by Sales.,Sales,Operational,Cloud Service,R. Gunawardena,3,1,3,1,7,1,0,5,0,0,1,0.484,0.62,125,2,None,Planned,232,0,213,3,1.55,1.51,Low,Open
R03801,Business Continuity risk affecting network infrastructure,Potential business continuity event may affect the network infrastructure used by Information Technology.,Information Technology,Business Continuity,Network Infrastructure,S. Jayasinghe,3,4,5,3,14,2,1,3,3,0,3,0.515,0.542,134,1,ISO 27001,Planned,15,0,268,12,5.82,8.03,Medium,Open
R03802,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Operations.,Operations,Regulatory Compliance,Network Infrastructure,R. Gunawardena,5,5,3,3,2,2,1,6,1,0,5,0.744,0.785,319,0,GDPR,Implemented,-198,0,814,25,6.41,7.55,Medium,Closed
R03803,Operational risk affecting payment system,Potential operational event may affect the payment system used by Human Resources.,Human Resources,Operational,Payment System,D. Senanayake,3,5,3,1,10,2,1,2,2,1,1,0.859,0.92,175,1,None,Implemented,-242,0,405,15,2.11,5.36,Low,Closed
R03804,Operational risk affecting database,Potential operational event may affect the database used by Information Technology.,Information Technology,Operational,Database,R. Gunawardena,3,5,2,5,3,0,0,1,1,0,6,0.736,0.794,169,3,PCI DSS,In Progress,214,0,327,15,3.95,4.69,Low,Open
R03805,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Finance.,Finance,Third-Party,Network Infrastructure,M. Wijesinghe,5,1,3,4,5,1,0,5,2,1,6,0.601,0.615,410,4,NIST CSF,Risk Accepted,16,1,746,5,1.99,4.06,Low,Open
R03806,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Sales.,Sales,Cybersecurity,Cloud Service,N. Silva,3,2,4,3,17,1,0,0,1,0,3,0.46,0.39,73,2,ISO 27001,Planned,79,0,885,6,3.24,2.51,Low,Open
R03807,Business Continuity risk affecting cloud service,Potential business continuity event may affect the cloud service used by Legal.,Legal,Business Continuity,Cloud Service,N. Silva,2,3,4,3,4,2,0,0,2,1,4,0.903,0.754,339,0,None,Not Started,-61,0,264,6,0.58,2.94,Low,Overdue
R03808,Financial risk affecting web application,Potential financial event may affect the web application used by Sales.,Sales,Financial,Web Application,K. Fernando,4,3,1,3,2,0,1,0,2,0,7,0.349,0.411,311,4,NIST CSF,In Progress,-68,0,799,12,7.81,8.58,Medium,Overdue
R03809,Data Privacy risk affecting endpoint fleet,Potential data privacy event may affect the endpoint fleet used by Legal.,Legal,Data Privacy,Endpoint Fleet,M. Wijesinghe,3,2,3,3,11,0,0,0,1,0,1,0.464,0.578,17,0,NIST CSF,In Progress,-140,0,510,6,3.21,3.52,Low,Overdue
R03810,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Finance.,Finance,Access Management,Endpoint Fleet,N. Silva,3,3,3,2,1,1,1,1,1,0,2,0.646,0.7,492,3,None,In Progress,-138,0,743,9,3.18,4.21,Low,Overdue
R03811,Business Continuity risk affecting cloud service,Potential business continuity event may affect the cloud service used by Procurement.,Procurement,Business Continuity,Cloud Service,S. Jayasinghe,3,3,4,4,7,0,0,1,1,0,1,0.423,0.342,489,1,ISO 27001,In Progress,152,0,541,9,5.19,6.05,Medium,Open
R03812,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Finance.,Finance,Access Management,Endpoint Fleet,M. Wijesinghe,1,2,5,4,2,2,0,1,3,1,1,0.581,0.603,487,2,Local Privacy Law,Planned,169,0,252,2,0.84,5.67,Medium,Open
R03813,Financial risk affecting payment system,Potential financial event may affect the payment system used by Finance.,Finance,Financial,Payment System,T. Karunaratne,3,1,5,3,2,0,0,0,2,0,7,0.55,0.47,28,4,PCI DSS,In Progress,27,0,697,3,1.35,1.44,Low,Open
R03814,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Legal.,Legal,Third-Party,Web Application,K. Fernando,3,2,3,1,7,0,0,0,2,1,5,0.531,0.437,69,2,SOX,Implemented,22,0,506,6,2.81,5.46,Low,Closed
R03815,Financial risk affecting payment system,Potential financial event may affect the payment system used by Information Technology.,Information Technology,Financial,Payment System,N. Silva,3,5,3,3,0,0,0,0,0,0,1,0.569,0.685,180,3,PCI DSS,Implemented,-162,0,857,15,6.46,7.23,Medium,Closed
R03816,Access Management risk affecting network infrastructure,Potential access management event may affect the network infrastructure used by Legal.,Legal,Access Management,Network Infrastructure,M. Wijesinghe,4,3,3,2,5,1,1,2,2,0,1,0.535,0.471,321,4,None,Planned,-68,0,595,12,5.58,8.14,Medium,Overdue
R03817,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Customer Support.,Customer Support,Financial,Vendor Service,K. Fernando,3,2,3,4,5,1,0,3,6,1,6,0.662,0.684,492,2,NIST CSF,Implemented,-307,0,162,6,2.03,4.69,Low,Closed
R03818,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Human Resources.,Human Resources,Operational,HR Platform,D. Senanayake,3,4,2,4,2,0,2,1,0,0,1,0.737,0.605,121,3,ISO 27001,Implemented,26,0,795,12,3.15,6.42,Medium,Closed
R03819,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Sales.,Sales,Data Privacy,Cloud Service,R. Gunawardena,2,3,4,3,3,1,1,1,4,0,5,0.568,0.378,130,3,PCI DSS,In Progress,-118,0,193,6,2.59,4.08,Low,Overdue
R03820,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Sales.,Sales,Third-Party,Network Infrastructure,D. Senanayake,1,4,3,3,2,0,0,1,1,1,6,0.757,0.776,5,1,None,In Progress,-170,0,16,4,0.97,1.11,Low,Overdue
R03821,Regulatory Compliance risk affecting payment system,Potential regulatory compliance event may affect the payment system used by Operations.,Operations,Regulatory Compliance,Payment System,S. Jayasinghe,4,3,3,4,7,1,1,0,6,0,5,0.631,0.555,204,1,GDPR,Implemented,-300,0,55,12,4.43,6.23,Medium,Closed
R03822,Access Management risk affecting erp system,Potential access management event may affect the erp system used by Sales.,Sales,Access Management,ERP System,A. Perera,4,1,2,3,9,1,0,0,1,0,1,0.517,0.652,168,4,None,In Progress,147,0,104,4,1.93,2.49,Low,Open
R03823,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Procurement.,Procurement,Access Management,Endpoint Fleet,K. Fernando,1,3,2,2,4,0,0,1,8,0,7,0.883,0.782,284,1,Local Privacy Law,In Progress,116,0,236,3,0.35,1.67,Low,Open
R03824,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Operations.,Operations,Third-Party,Web Application,A. Perera,1,5,3,3,3,0,1,0,2,1,7,0.722,0.696,402,1,SOX,Risk Accepted,-63,1,659,5,1.39,2.88,Low,Open
R03825,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Operations.,Operations,Financial,Network Infrastructure,S. Jayasinghe,4,3,3,3,3,2,1,1,2,0,5,0.817,0.919,133,1,Local Privacy Law,In Progress,-71,0,151,12,2.2,4.1,Low,Overdue
R03826,Access Management risk affecting erp system,Potential access management event may affect the erp system used by Sales.,Sales,Access Management,ERP System,A. Perera,2,3,3,2,14,0,1,0,5,0,3,0.693,0.632,377,2,NIST CSF,In Progress,-96,0,310,6,1.84,2.67,Low,Overdue
R03827,Data Privacy risk affecting vendor service,Potential data privacy event may affect the vendor service used by Finance.,Finance,Data Privacy,Vendor Service,A. Perera,5,2,4,3,1,1,1,0,0,1,5,0.831,0.821,423,2,NIST CSF,Implemented,-16,0,427,10,1.69,3.62,Low,Closed
R03828,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Procurement.,Procurement,Access Management,Endpoint Fleet,S. Jayasinghe,2,4,3,4,1,0,1,1,5,0,3,0.66,0.668,498,1,PCI DSS,Not Started,-74,0,222,8,2.72,5.63,Medium,Overdue
R03829,Access Management risk affecting database,Potential access management event may affect the database used by Procurement.,Procurement,Access Management,Database,S. Jayasinghe,2,5,3,3,4,2,0,0,1,0,5,0.797,0.592,119,1,None,Planned,84,0,327,10,2.03,4.31,Low,Open
R03830,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Information Technology.,Information Technology,Financial,Vendor Service,T. Karunaratne,3,2,2,3,14,0,2,1,3,1,2,0.522,0.579,333,3,NIST CSF,Not Started,-178,0,343,6,2.87,5.14,Low,Overdue
